T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
586,Pakistan,2017,"Gross enrollment ratio - Tertiary (female)",9.3865,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2002,"Students enrolled in tertiary education (thousands)",0.484,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2002,"Gross enrollment ratio - Tertiary (male)",25.6151,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2002,"Gross enrollment ratio - Tertiary (female)",52.2998,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2004,"Students enrolled in primary education (thousands)",1.855,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2004,"Gross enrollement ratio - Primary (male)",104.5504,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2004,"Gross enrollment ratio - Primary (female)",101.1364,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2004,"Students enrolled in secondary education (thousands)",2.273,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2004,"Gross enrollment ratio - Secondary (male)",97.6623,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2004,"Gross enrollment ratio - Secondary (female)",99.9127,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2005,"Students enrolled in primary education (thousands)",1.805,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2005,"Students enrolled in secondary education (thousands)",2.382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2007,"Students enrolled in primary education (thousands)",1.544,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2007,"Students enrolled in secondary education (thousands)",2.448,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Students enrolled in primary education (thousands)",1.654,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Gross enrollement ratio - Primary (male)",115.8648,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Gross enrollment ratio - Primary (female)",113.5417,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Students enrolled in secondary education (thousands)",1.672,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Gross enrollment ratio - Secondary (male)",115.4472,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Gross enrollment ratio - Secondary (female)",118.3261,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Students enrolled in tertiary education (thousands)",0.863,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Gross enrollment ratio - Tertiary (male)",50.6311,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2013,"Gross enrollment ratio - Tertiary (female)",78.0715,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2014,"Students enrolled in primary education (thousands)",1.639,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2014,"Gross enrollement ratio - Primary (male)",116.9514,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2014,"Gross enrollment ratio - Primary (female)",112.4625,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2014,"Students enrolled in secondary education (thousands)",1.604,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2014,"Gross enrollment ratio - Secondary (male)",112.344,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2014,"Gross enrollment ratio - Secondary (female)",118.3309,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Students enrolled in primary education (thousands)",430.152,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Gross enrollement ratio - Primary (male)",109.0728,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Gross enrollment ratio - Primary (female)",105.3002,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Students enrolled in secondary education (thousands)",256.224,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Gross enrollment ratio - Secondary (male)",65.7256,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Gross enrollment ratio - Secondary (female)",70.3472,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Students enrolled in tertiary education (thousands)",126.242,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Gross enrollment ratio - Tertiary (male)",32.0735,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2005,"Gross enrollment ratio - Tertiary (female)",52.5263,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Students enrolled in primary education (thousands)",439.746,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Gross enrollement ratio - Primary (male)",107.0309,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Gross enrollment ratio - Primary (female)",103.0235,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Students enrolled in secondary education (thousands)",283.787,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Gross enrollment ratio - Secondary (male)",69.2005,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Gross enrollment ratio - Secondary (female)",73.4813,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Students enrolled in tertiary education (thousands)",139.116,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Gross enrollment ratio - Tertiary (male)",35.0981,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2010,"Gross enrollment ratio - Tertiary (female)",53.709,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Students enrolled in primary education (thousands)",426.637,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Gross enrollement ratio - Primary (male)",100.2512,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Gross enrollment ratio - Primary (female)",97.6937,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Students enrolled in secondary education (thousands)",311.816,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Gross enrollment ratio - Secondary (male)",72.3886,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Gross enrollment ratio - Secondary (female)",77.7575,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Students enrolled in tertiary education (thousands)",145.43,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Gross enrollment ratio - Tertiary (male)",34.5256,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2014,"Gross enrollment ratio - Tertiary (female)",54.8071,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Students enrolled in primary education (thousands)",417.556,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Gross enrollement ratio - Primary (male)",97.2522,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Gross enrollment ratio - Primary (female)",94.6743,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Students enrolled in secondary education (thousands)",316.899,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Gross enrollment ratio - Secondary (male)",73.8666,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Gross enrollment ratio - Secondary (female)",77.8068,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Students enrolled in tertiary education (thousands)",156.635,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Gross enrollment ratio - Tertiary (male)",36.8482,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2015,"Gross enrollment ratio - Tertiary (female)",58.0001,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2016,"Students enrolled in primary education (thousands)",408.961,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2016,"Gross enrollement ratio - Primary (male)",93.8979,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2016,"Gross enrollment ratio - Primary (female)",92.23,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2016,"Students enrolled in secondary education (thousands)",344.79,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2016,"Gross enrollment ratio - Secondary (male)",80.9299,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2016,"Gross enrollment ratio - Secondary (female)",83.1024,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2005,"Students enrolled in primary education (thousands)",531.759,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2005,"Gross enrollement ratio - Primary (male)",61.8555,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2005,"Gross enrollment ratio - Primary (female)",52.3653,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2008,"Students enrolled in primary education (thousands)",600.557,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2008,"Gross enrollement ratio - Primary (male)",63.15,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2008,"Gross enrollment ratio - Primary (female)",55.9097,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2012,"Students enrolled in primary education (thousands)",1132.119,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2012,"Gross enrollement ratio - Primary (male)",110.8941,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2012,"Gross enrollment ratio - Primary (female)",98.5077,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2012,"Students enrolled in secondary education (thousands)",378.365,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2012,"Gross enrollment ratio - Secondary (male)",45.2456,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2012,"Gross enrollment ratio - Secondary (female)",33.9837,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2016,"Students enrolled in primary education (thousands)",1275.085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2016,"Gross enrollement ratio - Primary (male)",116.4937,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2016,"Gross enrollment ratio - Primary (female)",106.4841,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2016,"Students enrolled in secondary education (thousands)",507.278,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2016,"Gross enrollment ratio - Secondary (male)",56.1827,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
598,"Papua New Guinea",2016,"Gross enrollment ratio - Secondary (female)",40.9203,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Students enrolled in primary education (thousands)",933.995,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Gross enrollement ratio - Primary (male)",113.5251,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Gross enrollment ratio - Primary (female)",110.2967,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Students enrolled in secondary education (thousands)",529.309,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Gross enrollment ratio - Secondary (male)",66.0404,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Gross enrollment ratio - Secondary (female)",67.8267,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Students enrolled in tertiary education (thousands)",155.727,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Gross enrollment ratio - Tertiary (male)",24.3076,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2005,"Gross enrollment ratio - Tertiary (female)",27.5236,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Students enrolled in primary education (thousands)",839.291,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Gross enrollement ratio - Primary (male)",105.9354,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Gross enrollment ratio - Primary (female)",101.84,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Students enrolled in secondary education (thousands)",560.866,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Gross enrollment ratio - Secondary (male)",66.5152,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Gross enrollment ratio - Secondary (female)",70.2012,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Students enrolled in tertiary education (thousands)",225.211,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Gross enrollment ratio - Tertiary (male)",29.1307,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,"Gross enrollment ratio - Tertiary (female)",41.2427,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2012,"Students enrolled in primary education (thousands)",838.198,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2012,"Gross enrollement ratio - Primary (male)",107.6384,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2012,"Gross enrollment ratio - Primary (female)",104.2726,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2012,"Students enrolled in secondary education (thousands)",631.003,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2012,"Gross enrollment ratio - Secondary (male)",74.1879,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2012,"Gross enrollment ratio - Secondary (female)",79.0559,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,"Students enrolled in primary education (thousands)",727.363,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,"Students enrolled in secondary education (thousands)",611.308,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Students enrolled in primary education (thousands)",4077.361,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Gross enrollement ratio - Primary (male)",116.9585,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Gross enrollment ratio - Primary (female)",118.016,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Students enrolled in secondary education (thousands)",2469.618,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Gross enrollment ratio - Secondary (male)",86.282,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Gross enrollment ratio - Secondary (female)",84.5825,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Students enrolled in tertiary education (thousands)",908.315,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Gross enrollment ratio - Tertiary (male)",32.7591,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,"Gross enrollment ratio - Tertiary (female)",33.608,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Students enrolled in primary education (thousands)",4026.316,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Gross enrollement ratio - Primary (male)",116.2868,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Gross enrollment ratio - Primary (female)",117.3421,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Students enrolled in secondary education (thousands)",2539.939,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Gross enrollment ratio - Secondary (male)",88.3894,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Gross enrollment ratio - Secondary (female)",87.7422,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Students enrolled in tertiary education (thousands)",951.391,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Gross enrollment ratio - Tertiary (male)",33.2529,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2006,"Gross enrollment ratio - Tertiary (female)",35.4248,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,"Students enrolled in primary education (thousands)",3762.681,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,"Gross enrollement ratio - Primary (male)",109.7797,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
