T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
296,Kiribati,2015,"Students enrolled in primary education (thousands)",15.915,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2015,"Gross enrollement ratio - Primary (male)",102.8381,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2015,"Gross enrollment ratio - Primary (female)",106.1627,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2017,"Students enrolled in primary education (thousands)",16.695,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2017,"Gross enrollement ratio - Primary (male)",97.0456,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2017,"Gross enrollment ratio - Primary (female)",102.999,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Students enrolled in primary education (thousands)",158.271,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Gross enrollement ratio - Primary (male)",97.9143,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Gross enrollment ratio - Primary (female)",106.9105,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Students enrolled in secondary education (thousands)",267.114,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Gross enrollment ratio - Secondary (male)",99.1317,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Gross enrollment ratio - Secondary (female)",104.9486,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Students enrolled in tertiary education (thousands)",36.866,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Gross enrollment ratio - Tertiary (male)",12.2263,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2004,"Gross enrollment ratio - Tertiary (female)",28.0611,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,"Students enrolled in primary education (thousands)",202.826,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,"Gross enrollement ratio - Primary (male)",102.7216,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,"Gross enrollment ratio - Primary (female)",106.4452,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,"Students enrolled in secondary education (thousands)",244.432,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,"Gross enrollment ratio - Secondary (male)",104.3953,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,"Gross enrollment ratio - Secondary (female)",114.2113,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,"Students enrolled in primary education (thousands)",213.733,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,"Gross enrollement ratio - Primary (male)",103.0227,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,"Gross enrollment ratio - Primary (female)",101.4874,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,"Students enrolled in secondary education (thousands)",263.554,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,"Gross enrollment ratio - Secondary (male)",96.7622,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,"Gross enrollment ratio - Secondary (female)",98.9871,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Students enrolled in primary education (thousands)",239.231,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Gross enrollement ratio - Primary (male)",101.9889,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Gross enrollment ratio - Primary (female)",105.4726,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Students enrolled in secondary education (thousands)",278.581,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Gross enrollment ratio - Secondary (male)",92.153,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Gross enrollment ratio - Secondary (female)",96.8538,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Students enrolled in tertiary education (thousands)",71.786,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Gross enrollment ratio - Tertiary (male)",22.974,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2013,"Gross enrollment ratio - Tertiary (female)",42.6578,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2014,"Students enrolled in primary education (thousands)",252.585,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2014,"Gross enrollement ratio - Primary (male)",101.7612,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2014,"Gross enrollment ratio - Primary (female)",105.1404,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2014,"Students enrolled in secondary education (thousands)",283.077,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2014,"Gross enrollment ratio - Secondary (male)",90.4524,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2014,"Gross enrollment ratio - Secondary (female)",96.4683,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,"Students enrolled in primary education (thousands)",264.185,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,"Gross enrollement ratio - Primary (male)",100.3815,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,"Gross enrollment ratio - Primary (female)",104.4264,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,"Students enrolled in secondary education (thousands)",302.047,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,"Gross enrollment ratio - Secondary (male)",93.9781,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,"Gross enrollment ratio - Secondary (female)",101.4139,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2017,"Students enrolled in primary education (thousands)",275.334,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2017,"Gross enrollement ratio - Primary (male)",97.4541,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2017,"Gross enrollment ratio - Primary (female)",97.1096,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Students enrolled in primary education (thousands)",434.155,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Gross enrollement ratio - Primary (male)",99.6409,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Gross enrollment ratio - Primary (female)",98.067,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Students enrolled in secondary education (thousands)",721.205,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Gross enrollment ratio - Secondary (male)",86.4493,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Gross enrollment ratio - Secondary (female)",86.755,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Students enrolled in tertiary education (thousands)",220.46,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Gross enrollment ratio - Tertiary (male)",37.7701,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,"Gross enrollment ratio - Tertiary (female)",47.4926,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Students enrolled in primary education (thousands)",390.711,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Gross enrollement ratio - Primary (male)",99.7752,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Gross enrollment ratio - Primary (female)",98.9597,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Students enrolled in secondary education (thousands)",693.521,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Gross enrollment ratio - Secondary (male)",87.6634,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Gross enrollment ratio - Secondary (female)",87.3447,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Students enrolled in tertiary education (thousands)",260.583,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Gross enrollment ratio - Tertiary (male)",36.585,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,"Gross enrollment ratio - Tertiary (female)",47.709,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Students enrolled in primary education (thousands)",434.642,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Gross enrollement ratio - Primary (male)",108.9926,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Gross enrollment ratio - Primary (female)",107.9701,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Students enrolled in secondary education (thousands)",650.516,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Gross enrollment ratio - Secondary (male)",91.6675,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Gross enrollment ratio - Secondary (female)",92.489,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Students enrolled in tertiary education (thousands)",267.92,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Gross enrollment ratio - Tertiary (male)",40.2684,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2014,"Gross enrollment ratio - Tertiary (female)",52.446,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Students enrolled in primary education (thousands)",451.212,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Gross enrollement ratio - Primary (male)",108.26,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Gross enrollment ratio - Primary (female)",107.4783,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Students enrolled in secondary education (thousands)",643.407,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Gross enrollment ratio - Secondary (male)",92.6199,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Gross enrollment ratio - Secondary (female)",94.104,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Students enrolled in tertiary education (thousands)",265.382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Gross enrollment ratio - Tertiary (male)",41.1781,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,"Gross enrollment ratio - Tertiary (female)",53.7135,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Students enrolled in primary education (thousands)",501.011,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Gross enrollement ratio - Primary (male)",108.257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Gross enrollment ratio - Primary (female)",107.4409,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Students enrolled in secondary education (thousands)",660.063,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Gross enrollment ratio - Secondary (male)",98.4204,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Gross enrollment ratio - Secondary (female)",98.4587,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Students enrolled in tertiary education (thousands)",231.191,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Gross enrollment ratio - Tertiary (male)",39.0051,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,"Gross enrollment ratio - Tertiary (female)",48.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Students enrolled in primary education (thousands)",890.821,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Gross enrollement ratio - Primary (male)",119.58,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Gross enrollment ratio - Primary (female)",104.5798,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Students enrolled in secondary education (thousands)",393.856,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Gross enrollment ratio - Secondary (male)",49.5241,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Gross enrollment ratio - Secondary (female)",37.3872,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Students enrolled in tertiary education (thousands)",47.424,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Gross enrollment ratio - Tertiary (male)",9.141,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2005,"Gross enrollment ratio - Tertiary (female)",6.4487,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Students enrolled in primary education (thousands)",916.341,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Gross enrollement ratio - Primary (male)",128.5971,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Gross enrollment ratio - Primary (female)",118.6918,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Students enrolled in secondary education (thousands)",434.717,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Gross enrollment ratio - Secondary (male)",51.1347,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Gross enrollment ratio - Secondary (female)",42.385,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Students enrolled in tertiary education (thousands)",118.295,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Gross enrollment ratio - Tertiary (male)",18.7553,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2010,"Gross enrollment ratio - Tertiary (female)",14.3777,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Students enrolled in primary education (thousands)",870.893,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Gross enrollement ratio - Primary (male)",121.6567,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Gross enrollment ratio - Primary (female)",115.9707,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Students enrolled in secondary education (thousands)",600.747,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Gross enrollment ratio - Secondary (male)",61.6817,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Gross enrollment ratio - Secondary (female)",56.2539,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Students enrolled in tertiary education (thousands)",132.435,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Gross enrollment ratio - Tertiary (male)",18.939,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2014,"Gross enrollment ratio - Tertiary (female)",17.6606,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Students enrolled in primary education (thousands)",850.466,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Gross enrollement ratio - Primary (male)",117.0847,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Gross enrollment ratio - Primary (female)",112.4683,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Students enrolled in secondary education (thousands)",640.231,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Gross enrollment ratio - Secondary (male)",66.044,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Gross enrollment ratio - Secondary (female)",61.0878,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Students enrolled in tertiary education (thousands)",130.191,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
